minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-46,-40
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-43,-40
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-46,-39
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-46,-39
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],43,-41,-39
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],43,-40,-39
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-48,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-48,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-46,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-46,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-45,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-45,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-44,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-44,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-43,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-42,-38
minecraft:spruce_fence[south=false;waterlogged=false;west=false;north=false;east=false],43,-42,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-41,-38
minecraft:spruce_fence[south=true;waterlogged=false;west=false;north=false;east=false],43,-41,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-41,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-40,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-39,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-38,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-38,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-38,-38
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],43,-37,-38
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],43,-36,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-48,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-47,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-47,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-47,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-46,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-46,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-46,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-46,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-45,-37
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],41,-44,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-44,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-44,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-44,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-43,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-43,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-42,-37
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],44,-42,-37
minecraft:spruce_fence_gate[facing=west;in_wall=false;open=false;powered=false],43,-41,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-40,-37
minecraft:azalea_leaves[distance=7;persistent=true;waterlogged=false],43,-39,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-47,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-47,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-47,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-46,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-46,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-44,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-43,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-43,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-51,-39
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-51,-39
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-49,-39
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-49,-39
minecraft:tuff_wall[east=none;west=none;waterlogged=false;south=none;up=true;north=none],43,-59,-38
minecraft:mossy_cobblestone_wall[east=none;west=none;waterlogged=false;south=none;up=true;north=none],43,-58,-38
minecraft:tuff_wall[east=none;west=none;waterlogged=false;south=none;up=true;north=none],43,-57,-38
minecraft:tuff_wall[east=none;west=none;waterlogged=false;south=none;up=true;north=none],43,-56,-38
minecraft:tuff_wall[east=none;west=none;waterlogged=false;south=none;up=true;north=none],43,-55,-38
minecraft:mossy_cobblestone_wall[east=none;west=none;waterlogged=false;south=none;up=true;north=none],43,-54,-38
minecraft:spruce_fence_gate[facing=north;in_wall=true;open=false;powered=false],42,-53,-38
minecraft:tuff_wall[east=none;west=low;waterlogged=false;south=none;up=true;north=none],43,-53,-38
minecraft:spruce_fence[south=false;waterlogged=false;west=false;north=false;east=false],43,-52,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-51,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-49,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-49,-38
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-51,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-50,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-50,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-50,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-49,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-49,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-49,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-49,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],45,-49,-37
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],41,-51,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],42,-50,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-50,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-50,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],43,-49,-36
minecraft:birch_leaves[distance=7;persistent=true;waterlogged=false],44,-49,-36
