minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],1,-41,-41
minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],7,-41,-41
minecraft:birch_leaves[distance=6;persistent=true;waterlogged=false],8,-41,-41
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],2,-38,-41
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],6,-38,-41
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],6,-35,-41
minecraft:birch_leaves[distance=6;persistent=true;waterlogged=false],8,-43,-40
minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],0,-41,-40
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-41,-40
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],7,-41,-40
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],6,-40,-40
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-38,-40
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],2,-38,-40
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],6,-38,-40
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],7,-38,-40
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-35,-40
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],6,-35,-40
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],5,-34,-40
minecraft:spruce_trapdoor[open=false;half=top;waterlogged=false;facing=west;powered=false],3,-48,-39
minecraft:acacia_log[axis=y],4,-48,-39
minecraft:spruce_trapdoor[open=false;half=bottom;waterlogged=false;facing=west;powered=false],2,-47,-39
minecraft:acacia_log[axis=y],4,-47,-39
minecraft:tuff,4,-46,-39
minecraft:tuff,4,-45,-39
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],5,-44,-39
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],0,-41,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],1,-41,-39
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],6,-41,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],7,-41,-39
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],8,-41,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],1,-39,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],1,-38,-39
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],2,-38,-39
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],6,-38,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],7,-38,-39
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-36,-39
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],7,-36,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],1,-35,-39
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],6,-35,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],7,-35,-39
minecraft:birch_leaves[distance=1;persistent=true;waterlogged=false],3,-34,-39
minecraft:birch_leaves[distance=1;persistent=true;waterlogged=false],5,-34,-39
minecraft:birch_leaves[distance=1;persistent=true;waterlogged=false],5,-33,-39
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],3,-44,-38
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],4,-44,-38
minecraft:spruce_trapdoor[open=false;half=bottom;waterlogged=false;facing=south;powered=false],5,-44,-38
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-43,-38
minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],0,-42,-38
minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],8,-42,-38
minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],0,-41,-38
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-41,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],6,-41,-38
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],7,-41,-38
minecraft:birch_leaves[distance=5;persistent=true;waterlogged=false],8,-41,-38
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],3,-40,-38
minecraft:birch_leaves[distance=1;persistent=true;waterlogged=false],4,-40,-38
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],5,-40,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],6,-39,-38
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],1,-38,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],2,-38,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],6,-38,-38
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],7,-38,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],3,-37,-38
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],4,-37,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],5,-37,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],5,-36,-38
minecraft:birch_leaves[distance=4;persistent=true;waterlogged=false],6,-36,-38
minecraft:birch_leaves[distance=3;persistent=true;waterlogged=false],2,-35,-38
minecraft:birch_leaves[distance=2;persistent=true;waterlogged=false],3,-35,-38
